userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit,companyName
theodoraravenscroft@example.com,"Ravenscroft, Theodora G",Data & Analytics,Data Analyst,Data & Analytics,"Atlanta, GA",US,CC-DATA-9141,data.mgr01@example.com,Technology,Contoso Ltd
corwinabernathy@example.com,"Abernathy, Corwin G",Engineering,Platform Engineer,Engineering & IT,"Phoenix, AZ",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
xanthenethercott@example.com,"Nethercott, Xanthe G",Finance,FP&A Manager,Finance & Actuarial,"Nashville, TN",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
delphinesinclair@example.com,"Sinclair, Delphine L",Member Services,Quality Analyst,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
viviennevoskuijlen@example.com,"Voskuijlen, Vivienne T",Actuarial & Underwriting,Underwriter,Finance & Actuarial,"Hartford, CT",US,CC-ACTR-9631,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
georgianainglethorpe@example.com,"Inglethorpe, Georgiana S",Marketing,Content Strategist,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-MKTG-7836,marketing.mgr02@example.com,Corporate Functions,Contoso Ltd
cassianhawthorne@example.com,"Hawthorne, Cassian B",Actuarial & Underwriting,Pricing Analyst,Finance & Actuarial,"Phoenix, AZ",US,CC-ACTR-9631,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
everardainsworth@example.com,"Ainsworth, Everard W",Legal & Compliance,Counsel,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-LEGL-2668,legal.mgr02@example.com,Corporate Functions,Contoso Ltd
ulyssaquigley@example.com,"Quigley, Ulyssa E",Member Services,CSR,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr02@example.com,Health Services,Contoso Ltd
peregrinequennell@example.com,"Quennell, Peregrine A",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Minnetonka, MN",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
balthazarlindqvist@example.com,"Lindqvist, Balthazar M",Clinical Operations,Care Coordinator,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
luciusulverston2@example.com,"Ulverston, Lucius E",Claims Processing,Recovery Specialist,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
arabellayelverton@example.com,"Yelverton, Arabella R",Member Services,Escalations Lead,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
bexleyjankowski@example.com,"Jankowski, Bexley M",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
fitzgeraldwexford@example.com,"Wexford, Fitzgerald A",Member Services,Quality Analyst,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
lysandernightingale@example.com,"Nightingale, Lysander M",Data & Analytics,BI Engineer,Data & Analytics,Bengaluru,IN,CC-DATA-2363,data.mgr02@example.com,Technology,Contoso Ltd
veritysatterthwaite@example.com,"Satterthwaite, Verity A",Actuarial & Underwriting,Underwriter,Finance & Actuarial,Dublin,IE,CC-ACTR-7125,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
balthazarvandersloot@example.com,"Vandersloot, Balthazar H",Data & Analytics,BI Engineer,Data & Analytics,"Nashville, TN",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
everardnorthcote@example.com,"Northcote, Everard S",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
raffertyfairbanks2@example.com,"Fairbanks, Rafferty E",Sales (Employer Group),Sales Engineer,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
genevievefairweather@example.com,"Fairweather, Genevieve L",Pharmacy Benefits,Pharmacy Tech,Clinical & Care,"Minnetonka, MN",US,CC-RXBM-7797,pharmacy.mgr02@example.com,Health Services,Contoso Ltd
dashielloxenford@example.com,"Oxenford, Dashiell L",Member Services,Escalations Lead,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
calanthecrenshaw@example.com,"Crenshaw, Calanthe L",Member Services,CSR,Member & Customer Support,"Hartford, CT",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
ambrosehawthorne@example.com,"Hawthorne, Ambrose H",IT Service Desk,Tier 1 Tech,Engineering & IT,Bengaluru,IN,CC-ITSD-8744,it.mgr01@example.com,Technology,Contoso Ltd
ambrosesinclair@example.com,"Sinclair, Ambrose A",IT Service Desk,Tier 1 Tech,Engineering & IT,"Nashville, TN",US,CC-ITSD-5368,it.mgr03@example.com,Technology,Contoso Ltd
corneliuswexford@example.com,"Wexford, Cornelius J",Member Services,Quality Analyst,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr01@example.com,Health Services,Contoso Ltd
cordeliamerriweather@example.com,"Merriweather, Cordelia B",Member Services,CSR,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr02@example.com,Health Services,Contoso Ltd
verityulverston@example.com,"Ulverston, Verity E",Data & Analytics,BI Engineer,Data & Analytics,"Minnetonka, MN",US,CC-DATA-9141,data.mgr01@example.com,Technology,Contoso Ltd
endellionbeaumont@example.com,"Beaumont, Endellion M",Clinical Operations,Care Coordinator,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr02@example.com,Health Services,Contoso Ltd
ulyssasatterthwaite@example.com,"Satterthwaite, Ulyssa K",Member Services,Escalations Lead,Member & Customer Support,"Hartford, CT",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
wendelineravenscroft@example.com,"Ravenscroft, Wendeline J",Claims Processing,Claims Examiner,Claims & Operations,Hyderabad,IN,CC-CLMS-5672,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
raffertybraithwaite2@example.com,"Braithwaite, Rafferty M",Clinical Operations,RN Care Manager,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
marlowelocksley@example.com,"Locksley, Marlowe N",Member Services,CSR,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr01@example.com,Health Services,Contoso Ltd
lachlanfairweather@example.com,"Fairweather, Lachlan E",Clinical Operations,RN Care Manager,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
genevieveziegler2@example.com,"Ziegler, Genevieve H",Finance,Financial Analyst,Finance & Actuarial,"Minnetonka, MN",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
arabellatremaine@example.com,"Tremaine, Arabella F",Member Services,CSR,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
luciusvillanueva@example.com,"Villanueva, Lucius N",Member Services,Quality Analyst,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr03@example.com,Health Services,Contoso Ltd
fitzgeraldharrington@example.com,"Harrington, Fitzgerald N",Engineering,Software Engineer,Engineering & IT,"Minnetonka, MN",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
ottilieainsworth@example.com,"Ainsworth, Ottilie C",Member Services,Quality Analyst,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
ottilieedgecombe@example.com,"Edgecombe, Ottilie A",Claims Processing,Claims Examiner,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
arabellavillanueva@example.com,"Villanueva, Arabella H",Clinical Operations,Care Coordinator,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
arabelladunmore@example.com,"Dunmore, Arabella G",Engineering,Platform Engineer,Engineering & IT,"Atlanta, GA",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
corneliusellsworth@example.com,"Ellsworth, Cornelius C",Member Services,CSR,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
nikolaivandersloot@example.com,"Vandersloot, Nikolai K",Pharmacy Benefits,PBM Analyst,Clinical & Care,"Nashville, TN",US,CC-RXBM-7797,pharmacy.mgr02@example.com,Health Services,Contoso Ltd
reginalddarlington@example.com,"Darlington, Reginald G",Network Management,Network Analyst,Data & Analytics,"Minnetonka, MN",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
theodoradarlington@example.com,"Darlington, Theodora D",Network Management,Provider Relations,Member & Customer Support,"Phoenix, AZ",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
rosalindwollstonecraft@example.com,"Wollstonecraft, Rosalind P",IT Service Desk,Tier 1 Tech,Engineering & IT,"Minnetonka, MN",US,CC-ITSD-5368,it.mgr02@example.com,Technology,Contoso Ltd
margueritekirkpatrick2@example.com,"Kirkpatrick, Marguerite K",Clinical Operations,RN Care Manager,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
luciusbletchley@example.com,"Bletchley, Lucius P",Member Services,Quality Analyst,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr02@example.com,Health Services,Contoso Ltd
ambrosewollstonecraft@example.com,"Wollstonecraft, Ambrose M",Claims Processing,Recovery Specialist,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
delphinewexford@example.com,"Wexford, Delphine H",Marketing,Content Strategist,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-MKTG-7836,marketing.mgr03@example.com,Corporate Functions,Contoso Ltd
marloweduckworth@example.com,"Duckworth, Marlowe W",Actuarial & Underwriting,Pricing Analyst,Finance & Actuarial,"Hartford, CT",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
ignatiusattenborough@example.com,"Attenborough, Ignatius J",Clinical Operations,RN Care Manager,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
casimirillingworth@example.com,"Illingworth, Casimir P",Product Management,Sr PM,Product & Program,"Hartford, CT",US,CC-PROD-5415,product.mgr03@example.com,Technology,Contoso Ltd
corwinfotheringham@example.com,"Fotheringham, Corwin S",Data & Analytics,BI Engineer,Data & Analytics,"Minnetonka, MN",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
bexleywexford@example.com,"Wexford, Bexley R",Clinical Operations,Care Coordinator,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
zinniabraithwaite@example.com,"Braithwaite, Zinnia P",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
millicentpennington@example.com,"Pennington, Millicent R",Clinical Operations,RN Care Manager,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
silvanusollivander2@example.com,"Ollivander, Silvanus H",IT Service Desk,Desktop Admin,Engineering & IT,Hyderabad,IN,CC-ITSD-8744,it.mgr03@example.com,Technology,Contoso Ltd
beatrixunderhill@example.com,"Underhill, Beatrix W",Sales (Employer Group),Sales Engineer,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
leopoldjorgensen@example.com,"Jorgensen, Leopold K",Claims Processing,Claims Examiner,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
fitzgeraldfairbanks@example.com,"Fairbanks, Fitzgerald J",Data & Analytics,BI Engineer,Data & Analytics,"Hartford, CT",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
calanthenorthcote@example.com,"Northcote, Calanthe M",Member Services,Quality Analyst,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
evangelinetrelawney@example.com,"Trelawney, Evangeline W",Member Services,Quality Analyst,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
antigoneockendon@example.com,"Ockendon, Antigone J",Member Services,Quality Analyst,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
evangelinefotheringham@example.com,"Fotheringham, Evangeline M",Pharmacy Benefits,PBM Analyst,Clinical & Care,"Atlanta, GA",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
evangelinesatterthwaite@example.com,"Satterthwaite, Evangeline B",Engineering,Eng Manager,Management & Leadership,Hyderabad,IN,CC-ENGR-3318,engineering.mgr01@example.com,Technology,Contoso Ltd
nikolaivandersloot2@example.com,"Vandersloot, Nikolai E",IT Service Desk,Tier 2 Tech,Engineering & IT,"Atlanta, GA",US,CC-ITSD-5368,it.mgr03@example.com,Technology,Contoso Ltd
solveigmerriweather@example.com,"Merriweather, Solveig A",Product Management,PM,Product & Program,"Hartford, CT",US,CC-PROD-5415,product.mgr02@example.com,Technology,Contoso Ltd
georgianazabrowski@example.com,"Zabrowski, Georgiana G",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr02@example.com,Health Services,Contoso Ltd
veritygalbraith@example.com,"Galbraith, Verity G",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
ottilievandersloot@example.com,"Vandersloot, Ottilie S",Claims Processing,Recovery Specialist,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
balthazaroxenford@example.com,"Oxenford, Balthazar P",Finance,Accountant,Finance & Actuarial,"Phoenix, AZ",US,CC-FINX-3369,finance.mgr01@example.com,Corporate Functions,Contoso Ltd
torstenjorgensen@example.com,"Jorgensen, Torsten A",Pharmacy Benefits,PBM Analyst,Clinical & Care,"Atlanta, GA",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
wendelinecrenshaw@example.com,"Crenshaw, Wendeline S",Engineering,Platform Engineer,Engineering & IT,"Hartford, CT",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
calanthequigley@example.com,"Quigley, Calanthe E",Clinical Operations,Clinical Analyst,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr03@example.com,Health Services,Contoso Ltd
cosimaquennell@example.com,"Quennell, Cosima R",Claims Processing,Claims Auditor,Claims & Operations,Hyderabad,IN,CC-CLMS-5672,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
thibaultlindqvist@example.com,"Lindqvist, Thibault B",Claims Processing,Recovery Specialist,Claims & Operations,"Minnetonka, MN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
persephonehawthorne@example.com,"Hawthorne, Persephone W",Clinical Operations,Clinical Analyst,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
leopolduxbridge@example.com,"Uxbridge, Leopold D",Sales (Employer Group),Sales Engineer,Sales & Accounts,"Nashville, TN",US,CC-SLES-1836,sales.mgr01@example.com,Corporate Functions,Contoso Ltd
lachlanstroganov@example.com,"Stroganov, Lachlan P",Claims Processing,Claims Examiner,Claims & Operations,Bengaluru,IN,CC-CLMS-5672,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
isoldeeverhart@example.com,"Everhart, Isolde F",Claims Processing,Claims Examiner,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
ottolinehollingsworth@example.com,"Hollingsworth, Ottoline K",IT Service Desk,Desktop Admin,Engineering & IT,"Nashville, TN",US,CC-ITSD-5368,it.mgr02@example.com,Technology,Contoso Ltd
isoldetremaine@example.com,"Tremaine, Isolde K",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
raffertyrosewarne@example.com,"Rosewarne, Rafferty R",Human Resources,Comp Analyst,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
bexleybletchley@example.com,"Bletchley, Bexley W",Member Services,Quality Analyst,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
octavianainsworth@example.com,"Ainsworth, Octavian F",IT Service Desk,Tier 1 Tech,Engineering & IT,"Nashville, TN",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
ignatiusquigley@example.com,"Quigley, Ignatius L",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
zephyrineunderhill@example.com,"Underhill, Zephyrine D",Claims Processing,Recovery Specialist,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
marloweblackwood2@example.com,"Blackwood, Marlowe G",Member Services,Escalations Lead,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr03@example.com,Health Services,Contoso Ltd
silvanusulverston@example.com,"Ulverston, Silvanus N",Claims Processing,Recovery Specialist,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
balthazarsatterthwaite@example.com,"Satterthwaite, Balthazar S",Actuarial & Underwriting,Pricing Analyst,Finance & Actuarial,"Nashville, TN",US,CC-ACTR-9631,actuarial.mgr01@example.com,Insurance Operations,Contoso Ltd
bramwellabernathy@example.com,"Abernathy, Bramwell T",Network Management,Provider Relations,Member & Customer Support,"Hartford, CT",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
dashiellrosewarne@example.com,"Rosewarne, Dashiell C",Sales (Employer Group),Account Executive,Sales & Accounts,"Hartford, CT",US,CC-SLES-1836,sales.mgr01@example.com,Corporate Functions,Contoso Ltd
torstengodfrey@example.com,"Godfrey, Torsten B",Network Management,Contract Negotiator,Sales & Accounts,"Atlanta, GA",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
balthazargrimsby@example.com,"Grimsby, Balthazar B",Member Services,Escalations Lead,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr03@example.com,Health Services,Contoso Ltd
hesperwetherby@example.com,"Wetherby, Hesper K",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
